type,prompt,completion,url
Sleep Apnea,Is sleep apnea hereditary?,"Research has shown that family history is a possible indicator of obstructive sleep apnea.
It's a very good question and the answer is a definite maybe.
To what extent do family members and their sleeping problems have a bearing on your own risk of developing sleep apnea?
In other words – in the same way that you may look like your relatives, there's a chance that you may also share similar facial structures which may make you more likely to have obstructive sleep apnea.
If you have a family member with obstructive sleep apnea, hopefully they’re actively seeking treatment through one of the many solutions available.
It's all backed up by research, which has found that family history is an indicator of the possibility of obstructive sleep apnea, with 25% to 40% of people who have it also having family members who have the condition.1
But if there's any possibility that you might have obstructive sleep apnea or have the potential to develop it, you'll definitely want to know – as obstructive sleep apnea can be dangerous to your health and well-being if left untreated.
As obstructive sleep apnea is caused by a blockage to the airways, physical traits that you may share with your family members such as your face and skull shape may also contribute to your risk of having it.
If you do have obstructive sleep apnea, effective treatment can make a big difference to the quality of your sleep and your waking life.
For more information, visit 
https://www.resmed.com.au/blog/is-obstructive-sleep-apnea-hereditary
here
.
 
References
http://www.webmd.com/sleep-disorders/sleep-apnea/obstructive-sleep-apnea-causes#3 accessed 4 July 2019.",https://www.resmed.com.au/knowledge-hub/is-sleep-apnea-hereditary
Sleep Apnea,What are the effects of sleep apnea?,"If left untreated, sleep apnea can have several disruptive effects on your body. Find out what these effects are.
Whether it’s mild, moderate or severe, sleep apnea has disruptive effects on your body, disturbing your sleep-wake cycle as well as your blood and brain chemistry. Sleep apnea can affect your mood, lead to weight gain, daytime sleepiness, headaches, and memory problems.1
If left untreated, some effects also include:
Risk of accidents: Evidence suggests that people with untreated obstructive sleep apnea are nearly 2.5 times more likely to be the driver in a motor vehicle accident compared to other drivers.2 The study also found that by treating sleep apnea with CPAP therapy (for at least 4 hours per night) significantly reduced this risk.2
Mood: If you snore and experience mood problems and/or daytime sleepiness, these could be the effects of untreated sleep apnea. 21.5% of people with sleep apnea experience mood problems although women with sleep apnea are more likely to report mood disturbances than men.3
Daytime sleepiness: People with sleep apnea are often very sleepy during the daytime. This isn’t surprising when you consider how their sleep is being constantly interrupted. Daytime sleepiness puts you at risk of accidents. People with sleep apnea are 2.5 times more likely to be the driver in a car accident.2
For more information on the effects of sleep apnea, click 
https://www.resmed.com.au/sleep-apnea/effects-of-sleep-apnea
here
.
 
References
Engleman HM, Douglas NJ. Thorax. 2004 Jul; 59(7):618-22.
https://aasm.org/risk-of-motor-vehicle-accidents-is-higher-in-people-with-sleep-apnea/ accessed 24 June 2019
Aker J et al. Sleep Breath. 2017 May;21(2):311-318.",https://www.resmed.com.au/knowledge-hub/what-are-the-effects-of-sleep-apnea
Sleep Apnea,How to cure sleep apnea without CPAP therapy?,"There are a few methods you can try to help you manage your sleep apnea. Find out how.
Mild sleep apnea is when you’re having between 5 and 14 breathing pauses every hour.1 If you have mild sleep apnea, and you have no other medical conditions or risk factors, you can try using lifestyle changes and regular monitoring to manage your sleep apnea.2
In addition to achieving your ideal weight, quitting smoking and reducing alcohol, you can also try using a humidifier to decrease congestion in your airways and keep your nose unblocked. If you don’t mind the smell you can try using essential oils such as thyme, rose or eucalyptus. These are known for their anti-inflammatory effects.3
If you still have symptoms after trying these methods, it’s time to talk to one of our friendly sleep coaches to discuss your next steps.
For more information, visit 
https://www.resmed.com.au/sleep-apnea/sleep-apnea-treatment
here
.
 
References
https://www.hopkinsmedicine.org/health/wellness-and-prevention/the-dangers-of-uncontrolled-sleep-apnea accessed 2 July 2019.
https://www.betterhealth.vic.gov.au/health/conditionsandtreatments/snoring accessed 7 June 2019.
https://www.healthline.com/health/essential-oils-for-inflammation#research   accessed 2 July 2019.",https://www.resmed.com.au/knowledge-hub/how-to-cure-sleep-apnea-without-cpap-therapy
Sleep Apnea,What does CPAP stand for?,"CPAP stands for ‘continuous positive airway pressure’
CPAP therapy is the gold standard for treating sleep apnea. It’s a device that delivers a constant flow of air via a mask while you sleep, preventing your airway from becoming blocked and enabling you to sleep peacefully and awaken refreshed.
Learn more about 
https://www.resmed.com.au/cpap
CPAP therapy
.",https://www.resmed.com.au/knowledge-hub/what-does-cpap-stand-for
Sleep Apnea,What are the treatment options for sleep apnea?,"There are four common sleep apnea treatment options.
Positive airway pressure therapy - including CPAP, APAP and Bilevel therapy (most common type of therapy)
Oral appliance therapy
Surgery
Weight loss
Read all about sleep apnea treatment options in our free eBook. 
/7-ways-to-treat-sleep-apnea
Download our eBook here.
Before choosing a sleep apnea treatment option, talk with a 
/store-finder
ResMed Sleep Coach, a ResMed Authorised Dealer
 or your doctor. The severity of your sleep apnea, your current physical condition and medical history will help determine the best plan for you.",https://www.resmed.com.au/knowledge-hub/what-are-the-treatment-options-for-sleep-apnea
Sleep Apnea,What is obstructive sleep apnea (OSA)?,"Obstructive Sleep Apnea is the most common type of Sleep Apnea.
It occurs when the soft tissue in the back of your throat relaxes during sleep and blocks the airway, often causing you to snore loudly.
/sleep-apnea/what-is-sleep-apnea
Learn more about sleep apnea here.",https://www.resmed.com.au/knowledge-hub/what-is-obstructive-sleep-apnea-osa
Sleep Apnea,What is the most common treatment option for sleep apnea?,"Sleep apnea is most commonly and effectively treated by Continuous Positive Airway Pressure (CPAP) therapy.
CPAP therapy uses a machine to help a person who has obstructive sleep apnea (OSA) breathe more easily during sleep. A CPAP machine increases air pressure in your throat so that your airway does not collapse when you breathe in. When you use CPAP, your bed partner may sleep better, too.
You use CPAP at home every night while you sleep.
/sleep-apnea/sleep-apnea-treatment
Read more about sleep apnea treatment options",https://www.resmed.com.au/knowledge-hub/what-is-the-most-common-treatment-option-for-sleep-apnea
Sleep Apnea,What causes obstructive sleep apnea (OSA)?,"The main risk factors for obstructive sleep apnea are simply your age and the anatomy of your upper airway.
Lifestyle factors, such as being overweight, drinking alcohol and your sleep position can also contribute to the development of sleep apnea.
/sleep-apnea/sleep-apnea-causes
Read more about the causes of sleep apnea.",https://www.resmed.com.au/knowledge-hub/what-causes-obstructive-sleep-apnea-osa
Sleep Apnea,What can I expect from CPAP therapy?,"Starting on CPAP and wearing a mask during sleep can be daunting.
The adjustment process will be different for each individual. It may take some practice and some trialing before you settle on the right mask and air pressure. Remember; the key to achieving a positive outcome is to stick with the treatment as your body will soon get used to it.
https://www.resmed.com.au/blog/getting-used-to-your-sleep-apnea-therapy
Read more about getting used to your sleep apnea therapy.",https://www.resmed.com.au/knowledge-hub/what-can-i-expect-from-cpap-therapy
Sleep Apnea,What are the benefits of using sleep apnea therapy?,"By starting and sticking with therapy for your sleep apnea, you could be on the way to better sleep and better relationships.
You may also find you feel more energised with therapy, which can help with motivation to start exercising. Losing weight can help improve your sleep apnea condition too.
Other benefits of sleep apnea therapy is reducing symptoms of untreated sleep apnea, such as morning headaches, forgetfulness, poor concentration and tiredness.",https://www.resmed.com.au/knowledge-hub/what-are-the-benefits-of-using-sleep-apnea-therapy
