category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews,tags,type
Snoring,SKU:7079314,BongoRx Starter Kit,"Bongo has been shown to reduce or eliminate snoring for most users, by keeping the airway open, and reducing vibration in a restricted airway, which is the main cause of the snoring noise. Can also treat mild to moderate Obstructive Sleep Apnea. Small enough to fit into a shirt pocket, great for travelling. No machine, hose or batteries needed.
The Bongo RX starter kit contains:1 x Clamshell Travel Case1 x Headgear4 Soft silicon nasal seals in Small, Medium, Large and Extra-Large sizes.Drying standCleaning Instructions:Clean the Bongo RX nasal seals with mild soap and water to extend the life and effectiveness of the device.After 90 days you will need to purchase a BongoRX Replenishment Kit.",279.00,Home > Sleep apnea > CPAP Alternatives > BongoRx Starter Kit,https://shop.resmed.com.au/bongorx-starter-kit/,False,2.4,5,Starter Kit|Snoring|BongoRX|EPAP|CPAP Alternatives,Product
Snoring,SKU:7079320,OptiPillows Starter Kit,"Optipillows is used to treat snoring and mild to moderate Obstructive Sleep Apnea. The only EPAP device that has adjustable pressures. Includes 3 cushion sizes, headgear and adjustable EPAP valve. For use at home or travelling
OptiPillows is an EPAP (Expiratory Positive Airway Pressure) nasal mask for the treatment of snoring but may also treat mild to moderate obstructive sleep apnea.How it works:During inspiration the valve opens allowing you to breathe in easily. When you exhale, the valve closes and redirects the expired air through a narrow opening on the side of the valve. This creates Expiratory Positive Airway Pressure (EPAP) in the mouth which helps keep the upper airways open and prevents snoring and sleep apnea. For better experience, expiratory pressure can be adjusted by rotating the sleeve to change expiratory resistance.",170.00,Home > Sleep apnea > CPAP Alternatives > OptiPillows Starter Kit,https://shop.resmed.com.au/optipillows-starter-kit/,True,1.5,2,Starter Kit|EPAP|Snoring|OptiPillows|Sleep Apnea|CPAP Alternatives|Adjustable Pressures|Expiratory Positive Airway Pressure,Product
Sleep health,,Sweet Dreams Light Bulb,"Create flicker free, high quality, warm evening lighting allowing your body to properly wind down and relax.
Standard household light bulbs that emit blue light can trick your brain into thinking it’s daytime.Replace them with Sweet Dreams Bulbs which delivers warm light to help facilitate sleep.Block blue light This allows your body to naturally wind down and produce melatonin (the sleep hormone) to prepare your body for a good night’s sleep.Comfortable, flicker-free, warm light These BlockBlueLight Sweet Dreams Bulbs utilises proprietary spectrum technology to deliver flicker free, high quality, warm evening lighting allowing you to properly wind down and relax. It may improve the quality and duration of sleep and supports the natural sleep cycle.Support your sleep-wake cycle Get your body clock in synch so you enjoy a restful night’s sleep and awake refreshed, ready to enjoy the day.For best results: Once the sun has set turn off any other artificial lighting and electronics and use the Sweet Dreams bulbs for optimal benefits.",29.00,Home > Sleep health > Lighting > Sweet Dreams Light Bulb,https://shop.resmed.com.au/sweet-dreams-light-bulb/,True,0.0,0,Sweet Dreams|Light Bulb|Sleep Health|Block Blue Light|Flicker Free,Accessory
Sleep health,,Blue Light Blocking Glasses Kids NightFall,"Advanced blue and green light blocking lenses designed for children for after-dark use. They block 99% of blue and green light.
Overexposure to high frequency blue and green light from digital devices and artificial lighting may damage the development of a child's eye sight.These glasses feature a Nocturnal Kids Lens - specially designed to be a lighter shade of red to allow more yellow, orange, and red light wavelengths through while still blocking blue and green wavelengths.",69.00,Home > Sleep health > Glasses > Blue Light Blocking Glasses Kids NightFall,https://shop.resmed.com.au/blkblulht-glasses-kids-nightfall/,True,0.0,0,Blue Light Blocking|Kids NightFall|Sleep Health|Nocturnal Kids Lens|99% Blocking,Accessory
Sleep apnea,,ResMed AirTouch™ F20 Starter Kit -  Mask System and 2 Foam Cushions,"This starter kit contains 1 x AirTouch F20 full face mask and 2 x UltraSoft memory foam cushions (3 months' supply).
The softest full face mask ResMed has ever designed and the first one to use UltraSoft memory foam. Its light, breathable cushion helps provide a secure seal across a range of therapy pressures.Key FeaturesSize OptionsWhat's in this starter kit?This starter kit contains 1 x AirTouch F20 full face mask and 2 x UltraSoft memory foam cushions (3 months’ supply).AirTouch F20 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",199.00,Home > Sleep apnea > CPAP Masks > Full Face Masks > ResMed AirTouch™ F20 Starter Kit -  Mask System and 2 Foam Cushions,https://shop.resmed.com.au/resmed-airtouch-f20-starter-kit-mask-system-and-2-foam-cushions/,False,4.3,26,Starter Kit|Sleep Apnea|CPAP Masks|Full Face Masks|AirTouch F20|UltraSoft Memory Foam Cushions,Product
Sleep apnea,SKU:61528,ResMed Swift™ FX Mask Short Tubing Assembly,"Used to attach the tubing from your CPAP machine to your Swift FX mask. (Pack of one)
The short tube assembly is part of the Swift FX nasal mask.It is used to attach the tubing from your device to your mask.You can remove and replace the tube assembly from your mask by removing the ring from the cushion.Single pack.",69.00,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed Swift™ FX Mask Short Tubing Assembly,https://shop.resmed.com.au/resmed-swift-fx-short-tubing-assembly/,False,4.0,1,Tubing|Sleep Apnea|Swift FX|ResMed|CPAP,Accessory
Sleep apnea,SKU:36810,ResMed SlimLine™ Tubing fits S9™ CPAP Machines,"Replacement slimline tube for the Resmed S9 series CPAP Machines
The SlimLine Tubing is one of our slimmest and most flexible tubes.It is designed to provide you with a seamless therapy experience by allowing you to move comfortably in your sleep.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. FAQ'sQ: Does this tubing also fit ResMed Elite S8 cpap machine? A: Yes it will.  Q: Can this Slimline Tube be connected to a F&P Eson Nasal Mask? A: Yes Q: Will this tube be suitable for the ResMed AirSense 10 elite? A: Yes, without a humidifier in use.",21.00,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed SlimLine™ Tubing fits S9™ CPAP Machines,https://shop.resmed.com.au/resmed-slimline-tubing-fits-s9-cpap-machines/,False,4.8,4,Tubing|SlimLine|ResMed|CPAP Machines|Sleep Apnea,Accessory
Sleep apnea,SKU:14994,ResMed Standard Tubing,"Standard, universal tubing with an inner diameter of 19 mm. Suitable for all ResMed CPAP therapy machines (except AirMini). Can also be used with machines from other manufacturers.
Our Standard Tubing is a non heated tube which can be used with all devices (except ResMed AirMini).ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",18.00,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed Standard Tubing,https://shop.resmed.com.au/resmed-standard-tubing/,False,4.2,6,Standard Tubing|ResMed|Sleep Apnea|CPAP Accessories|Tubing,Accessory
Sleep apnea,SKU:36811,ResMed SlimLine™ Tubing Wrap,"This smooth, heat-retaining cover for your standard tube reduces rainout and minimises drag on your bedclothes and your mask.
The SlimLine Tubing Wrap is a smooth, heat-retaining cover for the air tube that helps to make your therapy more comfortable.The sleek cover reduces drag on your clothes and on your mask for a peaceful and relaxing night's sleep.ALWAYS READ THE LABEL AND FOLLOWS THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",49.95,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed SlimLine™ Tubing Wrap,https://shop.resmed.com.au/resmed-slimline-tubing-wrap/,False,0.0,0,Tubing Wrap|Sleep Apnea|ResMed SlimLine™|Heat Retaining|Rainout,Accessory
Sleep apnea,,ResMed AirFit™ P10 Pillows Mask,"The AirFit P10 nasal pillows mask comes complete with frame, a selection of nasal pillows, and an adjustable QuickFit™ elastic headgear. Select blue ""Standard"" (incl. S, M, and L nasal pillows) or pink ""for Her"" (incl. XS, S, and M nasal pillows).
Key FeaturesSize OptionsAirFit P10 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",209.00,Home > Sleep apnea > CPAP Masks > Nasal Pillow Masks > ResMed AirFit™ P10 Pillows Mask,https://shop.resmed.com.au/resmed-airfit-p10-pillows-mask/,True,4.4,42,Pillows Mask|Sleep Apnea|ResMed AirFit™ P10|QuickFit™|Standard|for Her,Product
Sleep apnea,SKU:61919,ResMed CPAP Wipes for Travel (14 Pack),"Handy travel pack of 14 wipes to keep your mask clean and dust free.
Our CPAP mask wipes are a ready-to-use, fast and easy cleaning solution for your mask.Comes in a handy box of 14 single sachet wipes, which are perfect for travel. These 100% cotton wipes contain an unscented cleaning agent and aloe vera and are free from alcohol and latex.You can wipe your mask clean from any dirt and oils and enjoy all the benefits of a fresh, clean mask. You should remove facial oils from your mask after each use to optimise the seal of the mask. Used regularly, these wipes will gently remove dirt, oils and other organic residues from the mask without hardening or deteriorating any parts, helping you to enjoy a fresh, clean therapy experience.Also available in an economical  - ideal for everyday use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",8.80,Home > Sleep apnea > CPAP Accessories > CPAP Cleaning > ResMed CPAP Wipes for Travel (14 Pack),https://shop.resmed.com.au/resmed-cpap-wipes-for-travel-14-pack/,False,4.8,4,Wipes|Travel|Cleaning|CPAP|ResMed,Accessory
Sleep apnea,,ResMed AirFit™ N20 Classic Mask Headgear,"Replacement headgear for ResMed AirFit N20 Classic nasal mask.
",75.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 Classic Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n20-classic-headgear/,False,0.0,0,Headgear|Sleep Apnea|CPAP Mask|ResMed AirFit™ N20 Classic|N20 Classic,Accessory
Sleep apnea,SKU:61527,ResMed Swift™ FX Mask Short Tubing Assembly (10 Pack),"Used to attach the tubing from your CPAP machine to your Swift FX mask. (Pack of ten)
The short tube assembly is part of the Swift FX nasal mask.It is used to attach the tubing from your device to your mask. You can remove and replace the tube assembly from your mask by removing the ring from the cushion.This comes in a pack of 10.",620.00,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed Swift™ FX Mask Short Tubing Assembly (10 Pack),https://shop.resmed.com.au/resmed-swift-fx-short-tubing-assembly-10-pack/,False,0.0,0,Tubing|Sleep Apnea|CPAP Accessories|ResMed Swift™ FX Mask|Short Tubing Assembly,Accessory
Sleep apnea,,ResMed AirFit™ N30i Mask Cushion,"Replacement cushion for the AirFit N30i nasal cradle mask.
Don't buy a whole new mask, simply replace the nasal cushion of your  to save money and reduce waste. ",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ N30i Mask Cushion,https://shop.resmed.com.au/resmed-airfit-n30i-nasal-cradle-cushion/,False,4.0,25,Cushion|Sleep Apnea|AirFit N30i|CPAP Mask|ResMed,Accessory
Sleep apnea,,ResMed AirFit™ P30i Mask Cushion,"Replacement pillows cushion for the AirFit P30i pillows CPAP mask.
Time to replace the cushion on your AirFit P30i mask? Don't buy a whole new mask, simply replace worn parts to save money and reduce waste. AirFit P30i pillows cushion is interchangeable with AirFit N30i nasal cradle cushion.",89.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ P30i Mask Cushion,https://shop.resmed.com.au/resmed-airfit-p30i-pillows-cushion/,False,3.2,9,Cushion|Sleep Apnea|CPAP|AirFit P30i|Mask,Accessory
Sleep apnea,,ResMed AirTouch™ F20 Mask Cushion (Single),"Replacement cushion for ResMed's AirTouch F20 full face mask. This soft, breathable memory foam cushion is also compatible with the AirFit F20 full face mask frame. Single cushion only.
The UltraSoftmemory foam cushion for the AirTouchF20 full-face mask brings a new level of comfort to sleep apnea therapy. This replaceable cushion adapts to your facial profile to deliver outstanding fit and seal, but remains breathable. The unique properties of foam minimise contact pressure on your skin, reducing the likelihood of red facial marks on your skin.Designed to enhance your CPAP experience with easy maintenance, ResMed recommends to replace the AirTouch UltraSoft memory foam cushion every 4 weeks to ensure optimum comfort.Try out the memory foam cushion and experience the difference.",29.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirTouch™ F20 Mask Cushion (Single),https://shop.resmed.com.au/resmed-airtouch-f20-cushion-single/,False,4.1,24,Cushion|Sleep Apnea|CPAP|AirTouch|UltraSoft|Memory Foam,Accessory
Sleep apnea,SKU:63494,ResMed AirFit F20/F30 QuietAir Elbow,"
",50.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit F20/F30 QuietAir Elbow,https://shop.resmed.com.au/resmed-airfit-f20-f30-quietair-elbow/,False,4.5,10,Elbow|Sleep Apnea|CPAP|QuietAir|ResMed,Accessory
Sleep apnea,SKU:10ANXK,REMZzz Nasal Padded Liners Extra Small (30 pack),"
",50.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > REMZzz Nasal Padded Liners Extra Small (30 pack),https://shop.resmed.com.au/remzzz-nasal-padded-liners-extra-small-30-pack/,False,0.0,0,Liners|Extra Small|Sleep Apnea|REMZzz|CPAP Mask Cushions,Accessory
Sleep apnea,SKU:7ANPK,REMZzz Nasal Pillow Padded Liners (30 pack),"
",50.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > REMZzz Nasal Pillow Padded Liners (30 pack),https://shop.resmed.com.au/remzzz-nasal-pillow-padded-liners-30-pack/,False,0.0,0,Nasal Pillow|Padded Liners|Sleep Apnea|REMZzz|CPAP Mask Cushions,Accessory
Sleep apnea,SKU:10ANXS,REMZzz Nasal Padded Liners Extra Small (SAMPLE 6 pack),"
",15.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > REMZzz Nasal Padded Liners Extra Small (SAMPLE 6 pack),https://shop.resmed.com.au/remzzz-nasal-padded-liners-extra-small-sample-6-pack/,False,0.0,0,Liners|Extra Small|Sleep Apnea|REMZzz|Padded|Sample,Accessory
Sleep apnea,SKU:64206,ResMed AirFit™ N30 Nasal Cradle Mask,"Resmed Airfit N30 is a CPAP mask that discreetly fits into your lifestyle to help adjust to therapy. Designed to be low profile and silent this mask is for side sleepers who are adjusting to their CPAP therapy. One of Resmed's lightest masks that provides support and comfort using a soft under the nose cradle cushion and a slip-on headgear.
With its simple design and slip-on headgear, this mask aims to fit into your lifestyle with ease. And with its narrow profile, the cushion sits evenly under your nose, so it's a great option if you sleep on your side.Key FeaturesAirFit N30 guidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",249.00,Home > Sleep apnea > CPAP Masks > Nasal Cradle Masks > ResMed AirFit™ N30 Nasal Cradle Mask,https://shop.resmed.com.au/resmed-airfit-n30-nasal-cradle-mask/,True,4.2,9,CPAP Mask|Nasal Cradle Mask|Sleep Apnea|ResMed AirFit™ N30|AirFit N30,Product
Sleep apnea,,ResMed AirFit™ N30 Nasal Cradle Cushion,"Replacement cushion for the AirFit N30 nasal cradle mask.
Don't buy a whole new mask, simply replace the nasal cushion to save money and reduce waste.",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ N30 Nasal Cradle Cushion,https://shop.resmed.com.au/resmed-airfit-n30-mask-cushion/,False,3.2,5,Cushion|Sleep Apnea|Nasal Cradle|AirFit N30|ResMed,Accessory
Sleep apnea,,ResMed AirFit™ F30i Full Face Mask,"AirFit F30i is a minimal-contact full face mask, designed for all sleeping positions. Designed with two magnetic clips to slip your mask on and off with ease. The under-the-nose cushion gives you the freedom to relax and watch a show before bed, by giving you a wider frame of vision. While the mouth cover delivers consistent humidity and comfort for mouth breathers.
ResMed AirFit F30i full face mask features a comfortable UltraCompact cushion and top-of-head tube connection, so you have the freedom to sleep in many positions. Thanks to the under-the-nose cushion, red marks and discomfort on your nasal bridge are a thing of the past.Key FeaturesSize OptionsAirFit F30i GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ",249.00,Home > Sleep apnea > CPAP Masks > Full Face Masks > ResMed AirFit™ F30i Full Face Mask,https://shop.resmed.com.au/resmed-airfit-f30i-full-face-mask/,True,3.9,31,Full Face Mask|Sleep Apnea|ResMed AirFit™ F30i|UltraCompact Cushion|Top-of-Head Tube Connection,Product
